declaration_id,donation_id_transparency,donation_amount,donation_range,donation_type,donation_year,donation_date,donation_origin,recipient_id_transparency,person_id_recipient,recipient_type,recipient_person_entry,recipient_last_name,recipient_name,recipient_party,donor_id_transparency,company_id_transparency,person_id_transparency,donor_type,donor_person_entry,donor_last_name_01,donor_name_01,donor_gender_01,donor_last_name_02,donor_name_02,donor_gender_02,source_name,additional_notes
,DO201900504,"500,00 €","500,00-5.000,00",contribution,2019,18/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00898,,PE00590,Parlamentare o membro del Governo,melillifabio,Melilli,Fabio,M,,,,party_website,
,DO201900760,"1.100,00 €","500,00-5.000,00",contribution,2019,28/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00898,,PE00590,Parlamentare o membro del Governo,melillifabio,Melilli,Fabio,M,,,,party_website,
,DO201901545,"1.500,00 €","500,00-5.000,00",contribution,2019,29/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00898,,PE00590,Parlamentare o membro del Governo,melillifabio,Melilli,Fabio,M,,,,party_website,
,DO201902267,"1.500,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00898,,PE00590,Parlamentare o membro del Governo,melillifabio,Melilli,Fabio,M,,,,party_website,
,DO201903064,"1.500,00 €","500,00-5.000,00",contribution,2019,30/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00898,,PE00590,Parlamentare o membro del Governo,melillifabio,Melilli,Fabio,M,,,,party_website,
,DO201903649,"1.500,00 €","500,00-5.000,00",contribution,2019,28/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00898,,PE00590,Parlamentare o membro del Governo,melillifabio,Melilli,Fabio,M,,,,party_website,
,DO201904389,"1.500,00 €","500,00-5.000,00",contribution,2019,30/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00898,,PE00590,Parlamentare o membro del Governo,melillifabio,Melilli,Fabio,M,,,,party_website,
,DO201904927,"1.500,00 €","500,00-5.000,00",contribution,2019,30/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00898,,PE00590,Parlamentare o membro del Governo,melillifabio,Melilli,Fabio,M,,,,party_website,
35189,DO201800977,"21.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00900,,,Persona,melonimarco,Meloni,Marco,M,,,,joint_declaration,
35026,DO201801097,"24.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00902,,PE00595,Parlamentare o membro del Governo,messinaassuntela,Messina,Assuntela,F,,,,joint_declaration,
,DO201900268,"1.500,00 €","500,00-5.000,00",contribution,2019,04/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00902,,PE00595,Parlamentare o membro del Governo,messinaassuntela,Messina,Assuntela,F,,,,party_website,
,DO201900672,"1.500,00 €","500,00-5.000,00",contribution,2019,27/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00902,,PE00595,Parlamentare o membro del Governo,messinaassuntela,Messina,Assuntela,F,,,,party_website,
,DO201901636,"1.500,00 €","500,00-5.000,00",contribution,2019,01/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00902,,PE00595,Parlamentare o membro del Governo,messinaassuntela,Messina,Assuntela,F,,,,party_website,
,DO201902130,"1.500,00 €","500,00-5.000,00",contribution,2019,29/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00902,,PE00595,Parlamentare o membro del Governo,messinaassuntela,Messina,Assuntela,F,,,,party_website,
,DO201902904,"1.500,00 €","500,00-5.000,00",contribution,2019,28/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00902,,PE00595,Parlamentare o membro del Governo,messinaassuntela,Messina,Assuntela,F,,,,party_website,
,DO201903754,"1.500,00 €","500,00-5.000,00",contribution,2019,01/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00902,,PE00595,Parlamentare o membro del Governo,messinaassuntela,Messina,Assuntela,F,,,,party_website,
,DO201904486,"1.500,00 €","500,00-5.000,00",contribution,2019,31/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00902,,PE00595,Parlamentare o membro del Governo,messinaassuntela,Messina,Assuntela,F,,,,party_website,
35190,DO201800225,"6.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00904,,,Persona,metamichelepompeo,Meta,Michele Pompeo,M,,,,joint_declaration,
35106,DO201800665,"14.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,joint_declaration,
,DO201901173,"1.500,00 €","500,00-5.000,00",contribution,2019,11/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,party_website,
,DO201901853,"1.500,00 €","500,00-5.000,00",contribution,2019,09/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,party_website,
,DO201902263,"1.500,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,party_website,
,DO201903278,"1.500,00 €","500,00-5.000,00",contribution,2019,05/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,party_website,
,DO201903984,"1.500,00 €","500,00-5.000,00",contribution,2019,09/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,party_website,
,DO201904616,"1.500,00 €","500,00-5.000,00",contribution,2019,07/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,party_website,
,DO201904847,"1.500,00 €","500,00-5.000,00",contribution,2019,29/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,party_website,
35107,DO201800803,"19.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00907,,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,M,,,,joint_declaration,
,DO201900804,"1.500,00 €","500,00-5.000,00",contribution,2019,28/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00907,,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,M,,,,party_website,
,DO201901435,"1.500,00 €","500,00-5.000,00",contribution,2019,28/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00907,,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,M,,,,party_website,
,DO201902268,"1.500,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00907,,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,M,,,,party_website,
,DO201903066,"1.500,00 €","500,00-5.000,00",contribution,2019,30/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00907,,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,M,,,,party_website,
,DO201903907,"1.500,00 €","500,00-5.000,00",contribution,2019,03/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00907,,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,M,,,,party_website,
,DO201904390,"1.500,00 €","500,00-5.000,00",contribution,2019,30/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00907,,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,M,,,,party_website,
,DO201904852,"1.500,00 €","500,00-5.000,00",contribution,2019,29/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00907,,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,M,,,,party_website,
,DO201900628,"1.500,00 €","500,00-5.000,00",contribution,2019,26/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00911,,PE00603,Parlamentare o membro del Governo,minnitidomenico,Minniti,Domenico,M,,,,party_website,
,DO201901304,"1.500,00 €","500,00-5.000,00",contribution,2019,26/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00911,,PE00603,Parlamentare o membro del Governo,minnitidomenico,Minniti,Domenico,M,,,,party_website,
,DO201902067,"1.500,00 €","500,00-5.000,00",contribution,2019,26/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00911,,PE00603,Parlamentare o membro del Governo,minnitidomenico,Minniti,Domenico,M,,,,party_website,
,DO201902817,"1.500,00 €","500,00-5.000,00",contribution,2019,27/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00911,,PE00603,Parlamentare o membro del Governo,minnitidomenico,Minniti,Domenico,M,,,,party_website,
,DO201903468,"1.500,00 €","500,00-5.000,00",contribution,2019,25/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00911,,PE00603,Parlamentare o membro del Governo,minnitidomenico,Minniti,Domenico,M,,,,party_website,
,DO201904126,"1.500,00 €","500,00-5.000,00",contribution,2019,25/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00911,,PE00603,Parlamentare o membro del Governo,minnitidomenico,Minniti,Domenico,M,,,,party_website,
,DO201904684,"1.500,00 €","500,00-5.000,00",contribution,2019,26/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00911,,PE00603,Parlamentare o membro del Governo,minnitidomenico,Minniti,Domenico,M,,,,party_website,
35027,DO201800799,"19.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,joint_declaration,
,DO201900934,"1.500,00 €","500,00-5.000,00",contribution,2019,01/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,party_website,
,DO201901548,"1.500,00 €","500,00-5.000,00",contribution,2019,29/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,party_website,
,DO201902137,"1.500,00 €","500,00-5.000,00",contribution,2019,29/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,party_website,
,DO201902995,"1.500,00 €","500,00-5.000,00",contribution,2019,29/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,party_website,
,DO201903233,"1.000,00 €","500,00-5.000,00",contribution,2019,04/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,party_website,
,DO201903764,"1.500,00 €","500,00-5.000,00",contribution,2019,01/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,party_website,
,DO201904242,"1.500,00 €","500,00-5.000,00",contribution,2019,29/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,party_website,
,DO201904851,"1.500,00 €","500,00-5.000,00",contribution,2019,29/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00913,,PE00605,Parlamentare o membro del Governo,mirabellifranco,Mirabelli,Franco,M,,,,party_website,
35028,DO201800771,"18.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00914,,PE00606,Parlamentare o membro del Governo,misianiantonio,Misiani,Antonio,M,,,,joint_declaration,
,DO201900301,"1.500,00 €","500,00-5.000,00",contribution,2019,05/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00914,,PE00606,Parlamentare o membro del Governo,misianiantonio,Misiani,Antonio,M,,,,party_website,
,DO201901088,"1.500,00 €","500,00-5.000,00",contribution,2019,05/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00914,,PE00606,Parlamentare o membro del Governo,misianiantonio,Misiani,Antonio,M,,,,party_website,
,DO201901796,"1.500,00 €","500,00-5.000,00",contribution,2019,05/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00914,,PE00606,Parlamentare o membro del Governo,misianiantonio,Misiani,Antonio,M,,,,party_website,
,DO201902504,"1.500,00 €","500,00-5.000,00",contribution,2019,06/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00914,,PE00606,Parlamentare o membro del Governo,misianiantonio,Misiani,Antonio,M,,,,party_website,
,DO201903277,"1.500,00 €","500,00-5.000,00",contribution,2019,05/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00914,,PE00606,Parlamentare o membro del Governo,misianiantonio,Misiani,Antonio,M,,,,party_website,
,DO201903944,"1.500,00 €","500,00-5.000,00",contribution,2019,05/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00914,,PE00606,Parlamentare o membro del Governo,misianiantonio,Misiani,Antonio,M,,,,party_website,
,DO201904577,"1.500,00 €","500,00-5.000,00",contribution,2019,05/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00914,,PE00606,Parlamentare o membro del Governo,misianiantonio,Misiani,Antonio,M,,,,party_website,
35191,DO201800648,"13.450,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00922,,,Persona,monacofrancesco,Monaco,Francesco,M,,,,joint_declaration,
35192,DO201800258,"6.750,00 €","5.000,01-10.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00923,,,Persona,mongiellocolomba,Mongiello,Colomba,F,,,,joint_declaration,
35193,DO201800179,"5.500,00 €","5.000,01-10.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00927,,,Persona,montronidaniele,Montroni,Daniele,M,,,,joint_declaration,
35108,DO201800608,"12.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,joint_declaration,
,DO201901027,"1.500,00 €","500,00-5.000,00",contribution,2019,04/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,party_website,
,DO201901722,"1.500,00 €","500,00-5.000,00",contribution,2019,02/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,party_website,
,DO201901921,"2.000,00 €","500,00-5.000,00",contribution,2019,11/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,party_website,
,DO201902385,"1.500,00 €","500,00-5.000,00",contribution,2019,02/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,party_website,
,DO201903204,"1.500,00 €","500,00-5.000,00",contribution,2019,03/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,party_website,
,DO201903859,"1.500,00 €","500,00-5.000,00",contribution,2019,02/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,party_website,
,DO201904933,"1.500,00 €","500,00-5.000,00",contribution,2019,30/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,party_website,
35109,DO201801133,"25.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,joint_declaration,
,DO201900473,"3.500,00 €","500,00-5.000,00",contribution,2019,14/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,party_website,
,DO201900926,"1.500,00 €","500,00-5.000,00",contribution,2019,01/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,party_website,
,DO201901538,"1.500,00 €","500,00-5.000,00",contribution,2019,29/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,party_website,
,DO201902125,"1.500,00 €","500,00-5.000,00",contribution,2019,29/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,party_website,
,DO201902988,"1.500,00 €","500,00-5.000,00",contribution,2019,29/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,party_website,
,DO201903751,"1.500,00 €","500,00-5.000,00",contribution,2019,01/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,party_website,
,DO201904232,"1.500,00 €","500,00-5.000,00",contribution,2019,29/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,party_website,
,DO201904843,"1.500,00 €","500,00-5.000,00",contribution,2019,29/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00929,,PE00620,Parlamentare o membro del Governo,moranialessia,Morani,Alessia,F,,,,party_website,
35110,DO201801112,"24.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,joint_declaration,
,DO201900819,"1.500,00 €","500,00-5.000,00",contribution,2019,28/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,party_website,
,DO201901445,"1.500,00 €","500,00-5.000,00",contribution,2019,28/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,party_website,
,DO201902157,"1.500,00 €","500,00-5.000,00",contribution,2019,29/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,party_website,
,DO201902748,"500,00 €","500,00-5.000,00",contribution,2019,22/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,party_website,
,DO201902914,"1.500,00 €","500,00-5.000,00",contribution,2019,28/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,party_website,
,DO201903520,"1.000,00 €","500,00-5.000,00",contribution,2019,27/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,party_website,
,DO201904260,"1.500,00 €","500,00-5.000,00",contribution,2019,29/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,party_website,
,DO201904714,"1.500,00 €","500,00-5.000,00",contribution,2019,27/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00930,,PE00622,Parlamentare o membro del Governo,morassutroberto,Morassut,Roberto,M,,,,party_website,
35111,DO201801002,"23.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,joint_declaration,
,DO201900311,"1.500,00 €","500,00-5.000,00",contribution,2019,05/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,party_website,
,DO201901091,"1.500,00 €","500,00-5.000,00",contribution,2019,05/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,party_website,
,DO201901800,"1.500,00 €","500,00-5.000,00",contribution,2019,05/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,party_website,
,DO201902509,"1.500,00 €","500,00-5.000,00",contribution,2019,06/05/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,party_website,
,DO201903281,"1.500,00 €","500,00-5.000,00",contribution,2019,05/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,party_website,
,DO201903949,"1.500,00 €","500,00-5.000,00",contribution,2019,05/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,party_website,
,DO201903976,"5.000,00 €","500,00-5.000,00",contribution,2019,08/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,party_website,
,DO201904583,"1.500,00 €","500,00-5.000,00",contribution,2019,05/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00932,,PE00624,Parlamentare o membro del Governo,morettosara,Moretto,Sara,F,,,,party_website,
35112,DO201800755,"17.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,joint_declaration,
,DO201900341,"1.500,00 €","500,00-5.000,00",contribution,2019,06/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,party_website,
,DO201900939,"1.500,00 €","500,00-5.000,00",contribution,2019,01/03/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,party_website,
,DO201901647,"1.500,00 €","500,00-5.000,00",contribution,2019,01/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,party_website,
,DO201902275,"1.500,00 €","500,00-5.000,00",contribution,2019,30/04/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,party_website,
,DO201903203,"1.500,00 €","500,00-5.000,00",contribution,2019,03/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,party_website,
,DO201903470,"1.500,00 €","500,00-5.000,00",contribution,2019,25/06/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,party_website,
,DO201904113,"1.500,00 €","500,00-5.000,00",contribution,2019,24/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,party_website,
,DO201904855,"1.500,00 €","500,00-5.000,00",contribution,2019,29/08/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00933,,PE00625,Parlamentare o membro del Governo,morgonimario,Morgoni,Mario,M,,,,party_website,
35158,DO201800314,"7.500,00 €","5.000,01-10.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00937,,,Persona,moscardelliclaudio,Moscardelli,Claudio,M,,,,joint_declaration,
,DO201903820,"4.500,00 €","500,00-5.000,00",contribution,2019,01/07/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00939,,,Persona,mucchettimassimo,Mucchetti,Massimo,M,,,,party_website,
35113,DO201800807,"19.700,00 €","10.000,01-50.000,00",contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00943,,PE00632,Parlamentare o membro del Governo,muraromina,Mura,Romina,F,,,,joint_declaration,
,DO201900470,"2.500,00 €","500,00-5.000,00",contribution,2019,14/02/2019,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00943,,PE00632,Parlamentare o membro del Governo,muraromina,Mura,Romina,F,,,,party_website,
